RE	TG	SNP	D0	Sig	RS	P-value	TF
chr1_28535070_28535272	DNAJC8	rs111300134,rs111550481,rs111967501,rs112855002,rs113120113,rs113161787,rs115519085,rs115720816,rs115929787,rs11805172,rs12406992,rs12408077,rs1283620,rs1298933,rs141491646,rs143889686,rs144544003,rs145914535,rs148591887,rs151206886,rs182884457,rs191424420,rs34319667,rs41311280,rs45538639,rs4908390,rs499059,rs502680,rs502791,rs507238,rs508926,rs545197,rs559576,rs56208699,rs56327518,rs576433,rs579928,rs580693,rs580800,rs6659775,rs6662708,rs6668505,rs6681917,rs6683560,rs6686978,rs6701137,rs692921,rs74516649,rs74549998,rs74971125,rs75021965,rs7516655,rs75747876,rs75786286,rs76240609,rs76335621,rs76744145,rs76839778,rs77040430,rs77121441,rs77508142,rs77764145,rs78546156,rs79446177,rs79452751,rs9730472	###	###	0.23956428300353955	0.2458978682168238	MEIS3,NR2F6,SOX9,SOX10,FOXO4,NFIC,CEBPD,FOXG1,SMAD3,MZF1,NFIX,POU3F3,FOXJ3,PKNOX2,SOX15,TCF3,ETV5,TCF4,EGR3,ETS2,CEBPB,SOX2,EGR1,TBP,FOXO3,SOX21,ELK1,SOX8,ERF,TBR1,ESRRA,NFE2L2,NR2F1
chr19_42498949_42499154	ATP1A3	rs112609121,rs117637200,rs117944582,rs141328610,rs147552833,rs149898088,rs181062442,rs186216385,rs186739672,rs2317633,rs2317634,rs4803517,rs8107107	###	###	0.23953364648747524	0.24602683349690901	TEF,SP4,ESRRG,NR2F6,CTCF,REST,NR2F2,CEBPD,NFIC,MYC,NR3C1,RXRB,JDP2,YY1,ARX,OLIG1,ETV1,FOXG1,E2F3,MZF1,NFIA,POU3F2,ETS1,NFIX,KLF7,POU3F3,FOXJ2,PBX2,FOXJ3,E2F1,GABPA,THRA,KLF3,NFIB,TCF3,ETV5,TCF4,NEUROD2,TCF12,FLI1,KLF4,EGR4,MYCN,EGR3,ETS2,CEBPB,SP2,KLF12,SP3,EGR1,PBX1,RFX5,NR3C2,IRF1,RXRG,SP1,RXRA,ZBTB7A,ERG,ESRRA,TBR1,ELF1,NFE2L2,RFX7,ELF2,NR2F1,ATF3
chr11_57010876_57011076	APLNR	rs10896596,rs10896599,rs112078293,rs11228971,rs112886081,rs113049122,rs117327837,rs117704356,rs117830699,rs117930835,rs117954464,rs12574780,rs12576471,rs12785770,rs12786396,rs12788046,rs12789789,rs12797375,rs12797544,rs12800196,rs12803405,rs12806656,rs12806978,rs12808788,rs140011409,rs145229759,rs150034919,rs17151811,rs17573746,rs1892964,rs1939491,rs2155231,rs2508770,rs2511025,rs2511026,rs2511029,rs2511030,rs2846042,rs2846046,rs2846049,rs2846050,rs2846051,rs2851723,rs34089625,rs34544917,rs34704777,rs34742309,rs34769912,rs34850337,rs35980006,rs36090449,rs479949,rs4939129,rs4939131,rs499885,rs5012051,rs522656,rs528101,rs558266,rs578831,rs590240,rs652016,rs654635,rs655402,rs656366,rs670919,rs71484429,rs71484430,rs71484432,rs71484433,rs71484434,rs71484435,rs71484436,rs72921963,rs74686651,rs75607912,rs77008476,rs78379759,rs78386423,rs78477744,rs7926117,rs7931298,rs7936545,rs7948723	###	###	0.2392546471059028	0.2472029573672867	TEF,SOX9,NR2F6,SOX10,NFIC,RXRB,YY1,FOXG1,ETV1,MZF1,HLF,POU3F2,NFIX,POU3F3,ETV5,TCF3,TCF4,TCF12,ETS2,SOX2,TBP,DBP,SOX12,RXRG,RXRA,ELK1,SOX8,ESRRA,NR2F1,GABPA
chr8_22493349_22493859	LGI3	rs10095121,rs10099266,rs10099846,rs10104039,rs10105545,rs10110443,rs10113779,rs1038310,rs1038311,rs1059592,rs11136092,rs11136093,rs117493570,rs11776549,rs11777808,rs11778693,rs11780207,rs11781149,rs11782130,rs11783129,rs11785031,rs11785755,rs11985023,rs12114462,rs12541601,rs12676084,rs13264187,rs13269603,rs13271626,rs145873907,rs1545837,rs1564595,rs17674754,rs17746902,rs1809452,rs1871900,rs1871902,rs187405336,rs1877675,rs189064815,rs191233000,rs2003908,rs2009212,rs2272718,rs2280104,rs2291230,rs2291231,rs2291232,rs2291234,rs2306518,rs2404654,rs3064,rs34027561,rs34268501,rs34269854,rs35952885,rs3735893,rs3735894,rs3735901,rs3736147,rs3758040,rs3758041,rs3758042,rs4066629,rs4072394,rs4242434,rs4358800,rs4602885,rs4615566,rs4872006,rs4872007,rs4872524,rs4872527,rs4872531,rs55677256,rs55776566,rs57594397,rs6558167,rs6558170,rs6558171,rs6558172,rs6558173,rs6558174,rs6558176,rs6986550,rs6988593,rs6993302,rs6999893,rs7005025,rs71513892,rs720745,rs720746,rs746011,rs751680,rs7817772,rs7826059,rs7830206,rs7831119,rs7843128,rs7843616,rs7843828,rs7846476,rs876714,rs878051,rs878053,rs900266,rs900267,rs900273	rs12676084	###	0.23923898056803086	0.24726908880780418	MEIS3,BHLHE40,NFIX,ZBTB7A,CTCF,NFIC,ETS2,SOX2,RXRB,ETV5,NR2F1
chr2_27335218_27336792	PREB	rs10185736,rs1053609,rs1057394,rs1078809,rs10865461,rs11126857,rs11126871,rs111330078,rs113053199,rs1131375,rs115177293,rs115590878,rs115610592,rs116038653,rs116176426,rs11679681,rs11681145,rs11682763,rs11691465,rs12373799,rs12467319,rs12470752,rs12617392,rs12714092,rs12714094,rs1275509,rs1275511,rs13014240,rs13025049,rs13032431,rs13423359,rs144423449,rs144960310,rs145565758,rs148735315,rs149671001,rs150602233,rs1659684,rs183155064,rs183603713,rs186549248,rs1866559,rs1866560,rs1866561,rs187356988,rs1898923,rs190085975,rs190820543,rs191316326,rs2011616,rs2119026,rs2289360,rs2304681,rs2304682,rs2384571,rs2384572,rs2384573,rs2384574,rs2580757,rs28489942,rs34730887,rs35784342,rs35803469,rs3754734,rs3769139,rs41288799,rs4665943,rs4665946,rs4665947,rs4665955,rs62128740,rs6547413,rs6714547,rs6720602,rs6741646,rs6742004,rs6746337,rs6749216,rs6754356,rs6754371,rs72810711,rs75162653,rs7560633,rs7573066,rs7575465,rs7582361,rs7588910,rs7599739,rs7602823,rs7605526,rs76059932,rs80216311,rs9798063	rs7582361,rs12470752,rs12714094,rs1866559	###	0.23915115882545684	0.24763997617469902	JUN,NFIX,ETS2,JUNB,RXRB,NR2F1
chr22_50607445_50609551	MLC1	rs11101951,rs112256184,rs112915006,rs113355881,rs113439087,rs113471365,rs11704548,rs117539518,rs117743785,rs12152137,rs12167234,rs12484379,rs12484680,rs12484691,rs12627907,rs13054483,rs13054520,rs13057433,rs13058530,rs13433633,rs138194734,rs138232,rs138242,rs138246,rs138266,rs138268,rs138270,rs138273,rs138546553,rs144478052,rs144762236,rs148706460,rs149932269,rs1555050,rs17248210,rs186421331,rs186513078,rs186823085,rs187751257,rs190207485,rs2013430,rs2015413,rs2272833,rs2272836,rs2272837,rs2272838,rs2272840,rs2272841,rs2272843,rs2272844,rs2272845,rs2272847,rs2272848,rs2272851,rs2281116,rs2294395,rs2294396,rs2294401,rs2295225,rs2295226,rs2341366,rs2341367,rs28434495,rs28478271,rs28622129,rs35470139,rs35779629,rs35988447,rs3736686,rs3747938,rs3747941,rs4084288,rs4084289,rs4395345,rs4611754,rs4838812,rs4838813,rs4838847,rs4838848,rs4838853,rs4838855,rs4838859,rs56036519,rs56173861,rs56372991,rs57262148,rs5771077,rs5771102,rs5771107,rs5771190,rs5771193,rs5771206,rs5771209,rs5771237,rs58942095,rs6010146,rs6010198,rs62239291,rs62239296,rs62239297,rs62241110,rs6537642,rs71311688,rs71316583,rs7288889,rs7292533,rs730341,rs730342,rs730559,rs73187228,rs73187230,rs73187255,rs732405,rs732710,rs738335,rs738336,rs738337,rs738338,rs75549088,rs760751,rs760753,rs760756,rs76682367,rs78064635,rs8137535,rs8140537,rs909687,rs909694,rs9617045,rs9617082,rs9617085,rs9617102,rs9617107,rs9617108,rs9617114,rs9617116,rs9617117,rs9628289,rs9628292,rs9628293	###	###	0.2389020315910641	0.24869370121547696	NFIX,ELK1,ZBTB7A,TCF4,ESRRA,EGR3,ETS2,RXRB,EGR1,BHLHE40,NR2F1
chr22_38516100_38516393	PICK1	rs11089862,rs111568133,rs112110095,rs118124774,rs143826762,rs191822921,rs2076112,rs2284063,rs3827355,rs5995535,rs6001008,rs6001009,rs9610903	###	###	0.2388102588057868	0.24908247043193188	FOXO3,NR2F6,NFIX,RXRA,SOX8,ZBTB7A,CTCF,FOXO4,POU3F3,NFIC,ESRRA,TBR1,ETS2,SOX2,RXRB,EGR3,EGR1,ETV5,FOXG1,NR2F1
chr6_26244846_26245082	HIST1H1C,HIST1H2AC,HIST1H2BC	rs1000308,rs10484437,rs10946810,rs111929175,rs112189801,rs112191239,rs112878967,rs112904335,rs112944829,rs113144248,rs113738935,rs114244018,rs114374008,rs11751286,rs11753610,rs11754168,rs11754746,rs11757214,rs11757736,rs11759682,rs11962642,rs12194634,rs12661552,rs12665035,rs1341758,rs144462190,rs147107592,rs16891404,rs16891417,rs16891421,rs16891427,rs16891440,rs16891450,rs16891453,rs16891458,rs16891471,rs16891477,rs16891484,rs16891497,rs16891501,rs16891505,rs17600910,rs185227196,rs186674571,rs189548555,rs2006005,rs2006006,rs34550794,rs34961555,rs3818947,rs3823157,rs41266803,rs41266805,rs41266809,rs41266813,rs41266829,rs41266831,rs55706012,rs55856153,rs56360223,rs56372675,rs56763414,rs60228626,rs61082103,rs61910695,rs67575965,rs6901243,rs6908402,rs6913828,rs6916643,rs6935954,rs73393491,rs73393492,rs73395313,rs73395314,rs73397320,rs73397336,rs74360482,rs74667665,rs74838064,rs74878656,rs75142214,rs75404521,rs75744298,rs75783277,rs76170160,rs76288064,rs76963950,rs77113432,rs7740838,rs77426675,rs77540645,rs7761779,rs7773163,rs77831222,rs77926209,rs78007632,rs78053102,rs78406017,rs78521733,rs78544993,rs78874168,rs78901806,rs79440348,rs79464774,rs79497153,rs79697629,rs806786,rs809871,rs9358914,rs9358916,rs9358918,rs9358920,rs9379842,rs9379844,rs9379845,rs9393691,rs9393696,rs9393697,rs9688734,rs989710	###	rs55706012,rs34961555	0.23862842200602144	0.24985372408091955	SP4,TEF,TEAD4,GATA2,SOX9,NR2F6,SOX10,CTCF,NFIC,CEBPD,NR2F2,SOX1,SOX18,YY1,RXRB,ARX,FOXG1,ETV1,E2F3,MZF1,NFIA,IRF3,NR2F1,POU2F2,HLF,POU3F2,NFIX,ETS1,POU3F3,PBX2,E2F1,GABPA,NFIB,SOX15,ETV5,TCF3,TCF4,KLF3,TCF12,FLI1,KLF4,MAFB,MAF,ETS2,TEAD1,CEBPB,SOX2,SP2,SP3,TBP,POU3F1,POU2F1,PBX1,NFYB,SOX12,RXRG,RFX5,IRF1,SP1,SOX21,RXRA,TEAD3,SOX8,ZBTB7A,FOXC1,ERG,ESRRA,TEAD2,ELF2,PRRX1,RFX7,NFYA,DBP
chr12_6728663_6729091	ING4	rs11064275,rs11064303,rs116975956,rs117458578,rs12310569,rs12826388,rs1639122,rs185049396,rs34863790,rs3741924,rs7137095,rs77267007,rs7973027	###	###	0.2384494224610818	0.25061418004118896	TEF,KLF9,MEIS3,NR2F6,MAZ,FOXO4,CTCF,RXRB,YY1,FOXG1,MZF1,KLF13,NFIX,POU3F3,E2F1,ETV5,EGR3,ETS2,SOX2,EGR1,BHLHE40,FOXO3,RXRA,SOX8,ZBTB7A,USF2,TBR1,ESRRA,NFE2L2,NR2F1
chr1_24011070_24011355	PITHD1	rs151162849	###	###	0.23840948948285562	0.2507839971485405	ETS2,SOX9,THRA
chr8_144987420_144987620	NRBP2,PLEC	rs116185507,rs116670234,rs117271728,rs117636053,rs138373701,rs139476104,rs139759726,rs143485250,rs144691348,rs146658875,rs150722305,rs181251652,rs185022785,rs186099528,rs192282795,rs193098552,rs34803322,rs34810199,rs35134741,rs4977181,rs4977182,rs60326992,rs60474459,rs72693390,rs74391674,rs74772299,rs75586449,rs77626623,rs7822511,rs79332795,rs79528319	###	###	0.23830642031608726	0.25122258565533273	ETS2,NR2F1,NFIC,NFIX
chr8_144422595_144423294	RHPN1	rs10105417,rs1017943,rs111279127,rs113892672,rs117790855,rs11785305,rs11990632,rs13250507,rs13251204,rs13251309,rs13264140,rs13264600,rs13272654,rs13275401,rs13277428,rs13279590,rs13281276,rs139794588,rs142801664,rs144558056,rs148195350,rs150931907,rs186392563,rs186775676,rs190538531,rs2087219,rs2101433,rs2450745,rs2450762,rs2450770,rs2450772,rs2450775,rs2450776,rs2450778,rs2467893,rs2467933,rs2467943,rs2467944,rs2931709,rs2980260,rs34132558,rs34268352,rs34858080,rs35052796,rs35168352,rs35643226,rs35909684,rs3812438,rs4874107,rs60713252,rs6997726,rs71520507,rs745619,rs74748751,rs75051907,rs77183228,rs77248558,rs79095151	rs13272654,rs13264600	###	0.2381102970304566	0.25205826475083126	NFIX,ETS2,RXRB,EGR1,BHLHE40,NR2F1
chr19_6440965_6442580	SLC25A23	rs11883004,rs12980141,rs138254594,rs140285602,rs140865515,rs142081791,rs146669593,rs150694715,rs168348,rs168349,rs187670589,rs348357,rs348358,rs3852882,rs45493991,rs55732112,rs55913254,rs56266348,rs60257087,rs60597914,rs60774093,rs62107580,rs7250187,rs7251591,rs73549021,rs79759790,rs8105247	rs140865515,rs73549021	###	0.23790924923722997	0.25291644699340665	ARNT2,NFIX,USF2,SOX2,BHLHE40,FOXG1
chr1_154903624_154903846	EFNA1	rs11264280,rs115069467,rs1218593,rs139632320,rs140005379,rs140148397,rs140921101,rs142130732,rs148785346,rs148848922,rs149426100,rs150020393,rs191338203,rs41264253,rs4578216,rs55692044,rs76664500,rs78672559	###	###	0.23739875767884538	0.2551023954244295	MEIS3,NFIX,TBR1,ETS2,RXRB,BHLHE40,NR2F1
chr4_1655778_1656972	TMEM129	rs12501249,rs12508137,rs149838737,rs182798508,rs190123787,rs28545138,rs34106809,rs35793479,rs3752743,rs41286669,rs4865452,rs4865453,rs56346639,rs62287660,rs6821831,rs73188108,rs74596366	rs73188108	###	0.23727764142562457	0.25562246740869976	NFIX,USF2,ETS2,BHLHE40,NR2F1
chr22_37458367_37458595	PVALB	rs112960605,rs113365516,rs116956945,rs148550682,rs149591803,rs4821585,rs5750373,rs5756487,rs5756491,rs79350605,rs855786,rs877908,rs9610638	rs116956945	###	0.23704085399100183	0.2566408275583433	ZBTB7A,CTCF,ETS2,RXRB,EGR1,ETV5
chr2_238791740_238791958	RAMP1	rs10194926,rs10221695,rs111717031,rs113319861,rs114115836,rs114534473,rs114534622,rs11675972,rs11680790,rs11681008,rs11692472,rs138968134,rs139226678,rs142478482,rs144047415,rs146750704,rs151268005,rs186220,rs188279375,rs2875802,rs302671,rs302673,rs302675,rs302676,rs302677,rs3769035,rs4663797,rs4663798,rs4663801,rs55675197,rs57136703,rs590395,rs62196142,rs62196143,rs62196145,rs62196146,rs6431562,rs6431563,rs687877,rs72976047,rs74001301,rs75026491,rs76410191,rs895576	###	###	0.23669852127000604	0.258116836456197	ARNT2,NFIX,USF2,ETS2,RXRB,NR2F1
chr19_57378898_57379151	PEG3	rs112488805,rs139839451,rs143880247,rs144150136,rs145936723,rs183329527,rs189020941,rs190312969,rs62130792	###	###	0.23632466569283925	0.25973377378553886	TEF,SOX9,FOXO4,NFIC,RXRB,YY1,FOXG1,ARX,E2F3,HEY1,HLF,NFIX,E2F1,ETV5,TCF3,TCF4,NFE2L1,TCF12,EGR3,ETS2,SOX2,EGR1,TBP,RXRA,ELK1,SOX8,ERF,USF2,ESRRA,NR2F1,TFE3,DBP
chr11_2030826_2031044	IGF2	rs10743111,rs10743112,rs10770045,rs10770048,rs10840267,rs11042449,rs11042455,rs11042456,rs11042465,rs115368786,rs115576433,rs117726290,rs11825392,rs11826362,rs12282459,rs12284565,rs12417883,rs12803714,rs140759794,rs146988371,rs4047059,rs4930001,rs55783350,rs55988948,rs56259150,rs57067003,rs57370855,rs57889360,rs58799179,rs60205537,rs61520309,rs61867022,rs7103445,rs7115466,rs7130909,rs74764171,rs76489274,rs77640953,rs77735964,rs7925515,rs7950715	###	###	0.23612953680187987	0.2605797839418881	MEIS3,ETS2,RXRB,BHLHE40,NR2F1
chr6_36941008_36941238	MTCH1	rs1042987,rs114041554,rs114349840,rs115103726,rs11963894,rs12199301,rs12664695,rs13214150,rs139140241,rs142461260,rs147443956,rs16889316,rs1753287,rs183117346,rs188252775,rs189155229,rs35349900,rs4714025,rs56016101,rs56322497,rs62406526,rs62406529,rs62406536,rs62406537,rs66570061,rs66706526,rs68028411,rs697747,rs697748,rs707998,rs707999,rs72500574,rs74604809,rs79717432,rs831501,rs831507,rs9380633	###	###	0.23611750705263837	0.2606319870849596	TEF,SOX9,NR2F6,FOXO4,NFIC,RXRB,NR3C1,FOXG1,HLF,NFIX,ETV5,TCF4,ETS2,SOX2,BHLHE40,FOXO3,RXRA,ID2,SOX8,TBR1,ESRRA,NR1H2,NR2F1,DBP
chr19_3814330_3814547	MATK	rs10403814,rs10415106,rs1106643,rs1122498,rs1122500,rs11666969,rs12609182,rs12611253,rs12975109,rs12983585,rs183912713,rs191941449,rs192686564,rs193013703,rs1968448,rs2003482,rs2013552,rs2240231,rs2240233,rs2285960,rs2301840,rs2301841,rs2301843,rs2301844,rs2301845,rs2301846,rs2301847,rs2368922,rs2368923,rs28500483,rs28510805,rs34678131,rs35797554,rs35914498,rs3815185,rs4239603,rs4459668,rs45465594,rs4806957,rs4806959,rs4807514,rs56122329,rs59430956,rs61232997,rs61394086,rs61747120,rs6510771,rs6510773,rs6510774,rs7246032,rs7247712,rs7257518,rs7258771,rs7259818,rs72972968,rs72972977,rs72975111,rs73521140,rs73521166,rs739933,rs739935,rs757437,rs8104832,rs8110279,rs8111014	rs4807514	###	0.23609862929396208	0.26071391804173794	FLI1,NR2F6,NFIX,ELK1,RXRA,POU3F3,FOXO4,ERF,TCF4,TBR1,EGR3,ETS2,ESRRA,NFE2L2,RXRB,EGR1,ETV5,FOXG1,NR2F1
chr1_20981953_20982153	PINK1	rs10799650,rs10799656,rs10799660,rs10916840,rs111426636,rs115766294,rs12028312,rs12031743,rs12063172,rs12093772,rs12565631,rs12567641,rs12569006,rs12728802,rs12739943,rs12745565,rs141551361,rs141923445,rs148645028,rs1689914,rs1689916,rs17414302,rs3820321,rs476790,rs479323,rs559542,rs572529,rs581635,rs589709,rs594238,rs607254,rs61778499,rs61778501,rs61778502,rs623817,rs630484,rs639455,rs640742,rs645819,rs647812,rs6691247,rs669380,rs669410,rs671312,rs674114,rs67450125,rs710317,rs71653623,rs72650874,rs74056307,rs7517909,rs76913194,rs77555030,rs79488772,rs9287034,rs931161,rs931162	###	###	0.235940720960201	0.26139977136529313	MEIS3,NR2F6,NFIX,CTCF,TCF4,ESRRA,NFIC,ETS2,PKNOX2,OLIG1,FOXG1,NR2F1,NEUROD2
chr5_149777055_149777255	CD74	rs113866468,rs115781303,rs11951071,rs12658289,rs138623114,rs141971870,rs143713714,rs148432105,rs151344563,rs182376498,rs2071238,rs2071239,rs2071240,rs2071368,rs2288817,rs2295223,rs2569062,rs2569097,rs28372959,rs56113366,rs59853353,rs6881714,rs74555574,rs74838659,rs75007272,rs75106384,rs75194147,rs75378424,rs75792751,rs75799076,rs76659219,rs76918897,rs7708431,rs7713638,rs7715100,rs7728652,rs77442127,rs77558738,rs77987711,rs78441286,rs78451313,rs78512690,rs79012265,rs79083653,rs79972705,rs80008426,rs80042046,rs891941	###	###	0.23593676452543408	0.26141696749175924	SOX9,NFIX,ETS2,SOX2,RXRB
chr6_3764326_3764655	PXDC1	rs116083446,rs143099948,rs144711805,rs148008606,rs150003697,rs186787388,rs192147699,rs192406445,rs75402028,rs75680404,rs76284263,rs78363175	###	###	0.23593130199095325	0.261440710638444	ETS2,NR2F1,RXRB,ESRRA
chr19_8433830_8434196	ANGPTL4	rs10410840,rs112225432,rs112711963,rs113818371,rs11667277,rs11670118,rs11670119,rs116843064,rs117406513,rs117621296,rs12150986,rs12609364,rs140450975,rs140931118,rs141428049,rs144148765,rs147509272,rs150272343,rs1808536,rs191223269,rs2230876,rs2241588,rs28370965,rs2913967,rs2913968,rs2913969,rs2913970,rs2913971,rs2913972,rs2913973,rs2913974,rs2913980,rs2913981,rs2913982,rs2913984,rs2967605,rs2967606,rs2967607,rs2967608,rs2967609,rs2967610,rs2967612,rs2967614,rs2967615,rs2967616,rs3097188,rs35137994,rs4076317,rs7247467,rs72996742,rs72996747,rs72996752,rs72996780,rs754671,rs75630517,rs8104101,rs8105655,rs890849,rs890858	###	###	0.2357871812981884	0.2620675373456629	NR2F6,NFIX,ZBTB7A,POU3F3,USF2,ESRRA,ETS2,ETV5,RXRB,EGR1,BHLHE40,FOXG1,NR2F1,TFE3
chr3_50615123_50615332	NPRL2	rs1034405,rs11130252,rs114158393,rs114783302,rs11719998,rs12491425,rs12494094,rs12494326,rs129310,rs13076850,rs13083004,rs13091933,rs13094336,rs139257974,rs139891423,rs142032081,rs143206595,rs143356980,rs143433540,rs143989994,rs144906083,rs144979077,rs145308061,rs147265662,rs147886226,rs149156272,rs149208648,rs149997315,rs150187075,rs150555129,rs150905459,rs17050995,rs17051000,rs175634,rs17787569,rs181479876,rs1872184,rs188382804,rs1894459,rs201193,rs201194,rs201196,rs201197,rs201198,rs2227280,rs2227293,rs2232253,rs2239751,rs2239752,rs2239753,rs2269505,rs2269506,rs2269507,rs2285090,rs2355321,rs2355323,rs34202063,rs34399912,rs34584636,rs34632971,rs34756253,rs34889917,rs35655236,rs35690191,rs35714264,rs3749265,rs375544,rs3792325,rs3792328,rs3804627,rs3804628,rs388483,rs391620,rs398703,rs399484,rs399971,rs414171,rs417592,rs441516,rs443030,rs453570,rs4688707,rs4688710,rs4688712,rs4688713,rs490634,rs56170012,rs59949730,rs60552073,rs61316441,rs616589,rs61737505,rs62263011,rs628081,rs66867590,rs67425923,rs67588094,rs6766638,rs6768300,rs67813889,rs6784166,rs6787521,rs695170,rs71326937,rs72940708,rs73086963,rs73835531,rs743753,rs750453,rs75910794,rs7646236,rs7652260,rs78292306,rs79192940,rs809451,rs809454,rs813243	###	###	0.2357414159579573	0.26226674637809	NR2F6,NFIX,RXRA,POU3F3,ZBTB7A,CTCF,ESRRA,EGR3,ETS2,NFIC,NFE2L2,RXRB,YY1,NR2F1,EGR1,ETV5,FOXG1,TCF4,GABPA
chr6_43242563_43244425	DNPH1	rs111342015,rs111492053,rs111822813,rs111981370,rs112472472,rs112870457,rs113163694,rs113461790,rs114371775,rs12154080,rs191588054,rs2145884,rs2233823,rs2651182,rs2651201,rs2651205,rs2651206,rs2756179,rs2756180,rs2756181,rs4466248,rs45564136,rs4714675,rs6930150,rs70953670,rs70953680,rs70953686,rs732691,rs732692,rs74371173,rs74766084,rs75243431,rs75591122,rs75660024,rs76187039,rs76334523,rs77321231,rs77538445,rs77626494,rs77915916,rs77971038,rs78014492,rs7832,rs78567061,rs78652437,rs78882866,rs79306700,rs79641366,rs80320191,rs9462881	###	###	0.2351902956180706	0.2646717593065335	NR2F6,NFIX,ELK1,ZBTB7A,USF2,TBR1,ESRRA,ETS2,EGR3,NR1H2,RXRB,YY1,EGR1,BHLHE40,NR2F1
chr17_18097806_18098053	ALKBH5	rs1064629,rs117782228,rs11869205,rs11870766,rs11871970,rs12150618,rs12450483,rs12451754,rs12936694,rs12939469,rs1378601,rs1378602,rs138400233,rs186853518,rs190120222,rs2056841,rs2242595,rs2290509,rs2360234,rs2605132,rs2605136,rs2605137,rs2746027,rs2746030,rs2925137,rs2925138,rs3794782,rs4603612,rs4924839,rs4924840,rs4924841,rs4925145,rs4925147,rs4925149,rs4925150,rs56021431,rs57186648,rs58804619,rs59179192,rs62072499,rs62073657,rs712270,rs712272,rs712273,rs712275,rs7212808,rs72827432,rs72827448,rs74361457,rs76291654,rs8068517,rs8069321,rs8071834,rs8400,rs854771,rs854772,rs854775,rs854776,rs854795,rs854797,rs854799,rs854801,rs854804,rs854805,rs854806,rs854807,rs860568,rs861278,rs865923,rs9913266	rs4925145	###	0.23514092187114397	0.2648877656729518	NFIX,ZBTB7A,ESRRA,ETS2,NFE2L2,RXRB,YY1,ETV5,TCF4,ATF4
chr17_48690478_48690705	CACNA1G	rs10153257,rs117601101,rs12604031,rs12947179,rs139421237,rs148454244,rs17717014,rs17717246,rs17779244,rs187316571,rs190777728,rs1978153,rs198533,rs2079230,rs2158408,rs2189595,rs2412333,rs34576333,rs3785914,rs4239167,rs4793665,rs4794170,rs55768061,rs62059726,rs62059746,rs7216910,rs733392,rs733393,rs739923,rs77688102,rs78549188,rs78739013,rs8066527,rs8070592,rs9303560,rs9890046	rs78739013	###	0.23510057354311278	0.2650643530275618	SOX9,BHLHE40,NFIX,POU3F3,ZBTB7A,FOXO4,CTCF,ESRRA,ETS2,SOX2,RXRB,EGR1,ETV5,NR2F1
chr1_24010480_24011023	PITHD1	rs151162849	###	###	0.2349955235297934	0.26552439231921354	ETS2,SOX9
chr19_2796532_2796855	DIRAS1	rs138606009,rs1639173,rs1639174,rs61744481,rs73516501,rs76190949,rs77702048	rs138606009	###	0.23499239548396822	0.2655380969920542	NR2F6,NFIX,RXRA,ZBTB7A,POU3F3,CTCF,ESRRA,ETS2,RXRB,EGR1,BHLHE40,FOXG1,NR2F1,ETV5
chr19_14004774_14004977	CC2D1A	rs10405523,rs10406053,rs10409241,rs10410239,rs10413657,rs10415098,rs10415565,rs10415602,rs10415991,rs10416541,rs10417145,rs10417814,rs10419382,rs10420565,rs10445632,rs1057193,rs117223564,rs12052136,rs12611223,rs12971500,rs12975695,rs139018361,rs143056367,rs150561912,rs1811526,rs1963954,rs2013999,rs2016163,rs2305776,rs2420167,rs28564115,rs34679323,rs34994668,rs35364047,rs35835657,rs3745457,rs3803891,rs3803892,rs3803893,rs3803894,rs4414603,rs56025350,rs56269629,rs57755087,rs59015330,rs61228126,rs62122072,rs6511897,rs6511898,rs6511900,rs6511901,rs7245892,rs7246872,rs7248632,rs7248982,rs7249227,rs7256164,rs7256820,rs7257005,rs74933767,rs750580,rs75502685,rs75760708,rs78810595,rs79428376,rs79805695,rs8100935,rs8102371,rs8103766,rs8103895,rs8108402,rs8111004,rs8111764,rs8112868,rs877701,rs897790,rs9676394	###	###	0.23497676033429676	0.26560660348061493	MEIS3,NR2F6,SOX9,CTCF,RXRB,YY1,FOXG1,ETV5,TCF3,TCF4,NFE2L1,BHLHE41,EGR3,ETS2,SOX2,EGR1,BHLHE40,RXRA,TBR1,ESRRA,NFE2L2,NR2F1
chr22_35715906_35716203	TOM1	rs112823782,rs118041376,rs144828252,rs188549780,rs79861874	###	###	0.2349687842309624	0.2656415547808497	NFIX,FOXO4,ETS2,RXRB,NR2F1
